,Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
366,3341,Backyard Wrestling: Don't Try This at Home,PS2,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6
367,4887,NHL 99,N64,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39
368,3603,Viva Pinata: Pocket Paradise,DS,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
369,14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04
370,6372,Magical Vacation,GBA,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27
371,10830,Winning Post 6,PS2,Sports,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
372,6765,NBA Courtside 2002,GC,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25
373,13249,Rugby 2005,XB,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
374,6829,Bass Pro Shops: The Hunt,Wii,Sports,XS Games,0.23,0.0,0.0,0.02,0.24
375,4786,Mouse Trap,2600,Action,Coleco,0.38,0.02,0.0,0.0,0.4
376,13470,The Hustle: Detroit Streets,PS2,Sports,Activision,0.02,0.02,0.0,0.01,0.04
377,12135,Resident Evil 6,PS4,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07
378,15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
379,11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08
380,8070,The Chronicles of Narnia: Prince Caspian,X360,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18
381,13737,Zen-Nippon GT Senshuken,SNES,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04
382,11056,Tunnel B1,PS,Action,Ocean,0.05,0.03,0.0,0.01,0.09
383,5940,Dreamworks Madagascar Kartz,PS3,Racing,Activision,0.19,0.07,0.0,0.04,0.3
384,10297,Rocky Balboa,PSP,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11
385,16096,Grand Theft Auto III,PC,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
386,7131,NBA Street: Showdown,PSP,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23
387,13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,Adventure,Spike,0.0,0.0,0.04,0.0,0.04
388,4623,Rush 2: Extreme Racing USA,N64,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42
389,4896,Bump 'n' Jump,2600,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39
390,13186,Monster Band,DS,Misc,Tivola,0.04,0.0,0.0,0.0,0.05
391,6722,X-Men Origins: Wolverine,Wii,Action,Activision,0.19,0.04,0.0,0.02,0.25
392,14054,Penguins of Madagascar,WiiU,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.04
393,5487,Medal of Honor: Warfighter,PC,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33
394,1051,The Crew,PS4,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
395,3078,Toy Story 3: The Video Game,PSP,Action,Disney Interactive Studios,0.27,0.25,0.0,0.14,0.66
396,1423,Pocket Monsters Stadium,N64,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37
397,6578,Tokyo Jungle,PS3,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26
398,770,Tetris DS,DS,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
399,9287,World Soccer Winning Eleven 9 Bonus Pack,PS2,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
400,9901,Battle Arena Toshinden Remix,SAT,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
401,1979,Dragon Ball: XenoVerse,PS4,Fighting,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05
402,11568,The Voice,X360,Action,Activision,0.07,0.0,0.0,0.01,0.08
403,5357,High School Musical 3: Senior Year DANCE!,PS2,Misc,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34
404,13865,Harukanaru Toki no Naka de 4: Aizouban,PSP,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
405,10141,WWE All Stars,PS2,Fighting,THQ,0.05,0.04,0.0,0.01,0.11
406,9615,Impossible Mission,DS,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13
407,10062,The Settlers,DS,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
408,15654,Airline Tycoon,PC,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02
409,792,Devil May Cry 3: Dante's Awakening,PS2,Action,Capcom,0.99,0.63,0.29,0.19,2.09
410,10922,Puyo Pop Fever (JP sales),DS,Puzzle,Ignition Entertainment,0.0,0.0,0.09,0.0,0.09
411,2733,Wall-E,PS2,Platform,THQ,0.21,0.0,0.0,0.54,0.75
412,10145,Kousoku Card Battle: Card Hero,DS,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
413,14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
414,8704,Imagine: Music Fest,DS,Simulation,Ubisoft,0.15,0.0,0.0,0.01,0.16
415,6268,How to Train Your Dragon 2,Wii,Adventure,Little Orbit,0.05,0.2,0.0,0.02,0.27
416,12251,Chrysler Classic Racing,Wii,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06
417,3061,Darkstone,PS,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66
418,12756,Fate/Stay Night [Réalta Nua],PSV,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
419,3364,Skylanders SWAP Force,WiiU,Platform,Activision,0.4,0.15,0.0,0.06,0.6
420,8674,Backyard Sports: Sandlot Sluggers,Wii,Sports,Atari,0.15,0.0,0.0,0.01,0.16
421,15416,Gakuen K: Wonderful School Days,PSP,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
422,4058,LEGO Marvel Super Heroes,DS,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0.0,0.04,0.49
423,15454,UFO: Trilogy,PC,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02
424,13119,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,Misc,Spike,0.0,0.0,0.05,0.0,0.05
425,5108,Hell's Kitchen: The Game,DS,Simulation,Ubisoft,0.34,0.01,0.0,0.03,0.37
426,5377,The Fairly Odd Parents: Shadow Showdown,GBA,Platform,THQ,0.25,0.09,0.0,0.01,0.34
427,9977,Wipeout 2,PS3,Misc,Activision,0.11,0.0,0.0,0.01,0.12
428,8247,Super Robot Taisen L,DS,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
429,14208,The Italian Job,GC,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03
430,12043,Sprint Cars: Road to Knoxville,PS2,Racing,THQ,0.03,0.03,0.0,0.01,0.07
431,12938,Dengeki Gakuen RPG: Cross of Venus,DS,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
432,8614,Shinobido 2: Tales of the Ninja,PSV,Action,Sony Computer Entertainment,0.06,0.05,0.02,0.03,0.16
433,14178,Battle Engine Aquila,PS2,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
434,8251,Dungeon Siege III,PC,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
435,499,Need for Speed: Most Wanted,PS3,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
436,12014,Guilty Gear Xrd -Revelator-,PS3,Fighting,PQube,0.01,0.02,0.02,0.01,0.07
437,15839,The Dark Hills of Cherai,PC,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02
438,14799,Guild Wars,PC,Role-Playing,NCSoft,0.02,0.0,0.0,0.0,0.03
439,12549,Create,PC,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06
440,13802,Rollin' Rascals,DS,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04
441,11506,The King of Fighters EX2: Howling Blood,GBA,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08
442,11713,Conception: Please Give Birth to My Child!,PSP,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
443,10579,Project Hacker: Kakusei,DS,Action,Nintendo,0.0,0.0,0.1,0.0,0.1
444,16253,Strider (2014),PS3,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
445,5436,Avatar: The Last Airbender,DS,Adventure,THQ,0.3,0.01,0.0,0.03,0.34
446,5704,ExerBeat,Wii,Sports,Namco Bandai Games,0.1,0.18,0.0,0.03,0.31
447,2457,Tiger Woods PGA Tour 11,PS3,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
448,583,Medal of Honor,X360,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
449,618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49
450,11691,Crayola: Colorful Journey,Wii,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08
451,14279,.hack: Sekai no Mukou ni + Versus,PS3,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
452,4732,UEFA Euro 2008 Austria-Switzerland,PS3,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41
453,11643,NHL Hitz 20-03,GC,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08
454,4954,Fatal Fury,SNES,Fighting,Takara,0.0,0.0,0.39,0.0,0.39
455,1003,FIFA Soccer 08,PS3,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
456,9651,Armed and Dangerous,XB,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13
457,3858,Tomb Raider: Legend,PS2,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
458,4097,Silent Hill: Shattered Memories,Wii,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48
459,15029,Stronghold Crusader Extreme,PC,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02
460,9712,Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12
461,4534,Mischief Makers,N64,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
462,15922,Rayman 10th Anniversary,GBA,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02
463,6858,NHRA Championship Drag Racing,PS2,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
464,891,Tetris DX,GB,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93
465,3878,My Word Coach,Wii,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51
466,14208,The Italian Job,GC,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03
467,5372,Chicken Riot,Wii,Action,City Interactive,0.15,0.16,0.0,0.03,0.34
468,3877,Jampack Winter 2002,PS2,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52
469,12524,Tokyo Xtreme Racer Advance,GBA,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06
470,211,Uncharted: Drake's Fortune,PS3,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
471,9265,Rogue Warrior,PS3,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
472,15101,ScrapLand,XB,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02
473,7546,Tekken 3D: Prime Edition,3DS,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
474,14984,Star Trek Online,PC,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
475,8025,NARC,XB,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18
476,2210,MVP Baseball 2005,XB,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94
477,3652,Batman: Vengeance,PS2,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55
478,11904,SpongeBob's Truth or Square,PSP,Action,THQ,0.02,0.04,0.0,0.01,0.07
479,15948,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
480,325,LEGO Indiana Jones: The Original Adventures,X360,Action,Activision,2.4,1.03,0.0,0.36,3.78
481,3418,Tales of Rebirth,PS2,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59
482,1056,Super Puyo Puyo,SNES,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7
483,15518,Puzzle Star Sweep,PS,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
484,8449,Jikkyou Powerful Pro Yakyuu 2014,PS3,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
485,1161,Diablo,PC,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59
486,12334,Lego Batman 3: Beyond Gotham,PC,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06
487,10200,FlatOut: Ultimate Carnage,X360,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11
488,5721,The Incredible Hulk,Wii,Action,Sega,0.28,0.01,0.0,0.02,0.31
489,1006,Kingdom Hearts,PS3,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75
490,6861,Valhalla Knights,PSP,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24
491,11873,Rugby World Cup 2015,PS3,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07
492,14343,Exstetra,PSV,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03
493,14394,Timmy Time,DS,Action,Avanquest,0.0,0.03,0.0,0.0,0.03
494,9382,Bakugan: Battle Trainer,DS,Action,Activision,0.12,0.0,0.0,0.01,0.13
495,1146,Super Mario Strikers,GC,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
496,15459,Digimon Rumble Arena 2,XB,Fighting,Atari,0.01,0.0,0.0,0.0,0.02
497,10084,Mass Destruction,PS,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11
498,4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45
499,14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
500,8508,Lethal Skies II,PS2,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16
501,8869,Burger Island,Wii,Action,Destineer,0.14,0.0,0.0,0.01,0.15
502,8986,Making History: The Great War,Wii,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
503,13732,GoGo's Crazy Bones,DS,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04
504,9128,Farming Simulator 2012,3DS,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14
505,15977,Misshitsu no Sacrifice,PSP,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
506,12863,Virtual Villagers: A New Home,DS,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
507,16032,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
508,5043,DiRT 2,Wii,Racing,Codemasters,0.11,0.23,0.0,0.04,0.38
509,10916,Snood 2: On Vacation,DS,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09
510,11375,Super Monkey Ball Adventure,PSP,Platform,Sega,0.05,0.02,0.0,0.01,0.08
511,15925,Gaku ? Ou: The Royal Seven Stars,PSP,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.02
512,12602,Splat Renegade Paintball,XB,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06
513,3481,Contra: Shattered Soldier,PS2,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58
514,12153,Imagine: Gymnast,DS,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07
515,13787,Patrician IV,PC,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04
516,12781,Choro Q Marine: Q Boat,PS,Racing,Takara,0.0,0.0,0.05,0.0,0.06
517,452,Madden NFL 2002,PS2,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
518,6568,Marvel Super Heroes vs. Street Fighter,PS,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02,0.26
519,14951,Juusanshi Engi Engetsu Sangokuden 2,PSP,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
520,16084,Pro Angler Moves,PS3,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
521,4501,007: Quantum of Solace,PS2,Action,Activision,0.17,0.0,0.0,0.26,0.43
522,2689,Formula 1,PS,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
523,7477,The Amazing Spider-Man (Console Version),DS,Action,Activision,0.15,0.04,0.0,0.01,0.21
524,1610,Tetris 2 (All region sales),GB,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
525,11252,Shadow of Destiny,PSP,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.09
526,9637,Freedom Fighters,GC,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
527,10804,Bladestorm: The Hundred Years' War,X360,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.1
528,10071,Stubbs the Zombie in Rebel Without a Pulse,XB,Action,THQ,0.08,0.02,0.0,0.0,0.11
529,16573,Farming 2017 - The Simulation,PS4,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
530,5787,Math Play,DS,Puzzle,Ubisoft,0.28,0.0,0.0,0.02,0.31
531,13200,Pinball Tycoon,GBA,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
532,6346,NBA Jam 99,N64,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27
533,16124,Turbo Trainz,Wii,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01
534,15753,Blazing Angels: Squadrons of WWII,PC,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.02
535,15747,Cross + Channel,PSP,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
536,8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,Misc,,0.12,0.04,0.0,0.0,0.17
537,9283,Gourmet Chef: Cook Your Way to Fame,DS,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
538,8577,SimEarth: The Living Planet,SNES,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16
539,9304,Open Season,DS,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
540,4717,Mass Effect Trilogy,PS3,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41
541,5390,The Urbz: Sims in the City,XB,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34
542,53,Gran Turismo,PS,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
543,5723,NBA Inside Drive 2003,XB,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31
544,3062,NCAA March Madness 2003,PS2,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66
545,4816,Rocksmith 2014,XOne,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.4
546,14358,DragonHeart: Fire & Steel,PS,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
547,4443,Ninja Gaiden 3,PS3,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44
548,12799,Space Chimps,DS,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
549,14424,Codename: Panzers Cold War,PC,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
550,7549,MLB 10: The Show,PSP,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2
551,2207,The Witcher 2: Assassins of Kings,X360,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
552,15733,Super Speed Machines,DS,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02
